model,region,target,mean-error
CU_RHF_SIRS,hhs2,3,2.0577586206896545
CU_RHF_SIRS,hhs2,4,2.2461206896551724
CU_RHF_SIRS,hhs2,onset_wk,4.391959798994975
CU_RHF_SIRS,hhs2,peak,2.575
CU_RHF_SIRS,hhs2,peak_wk,-0.5105105105105106
CU_RHF_SIRS,hhs3,1,0.04482758620689658
CU_RHF_SIRS,hhs3,2,1.401724137931034
CU_RHF_SIRS,hhs3,3,1.4788793103448281
CU_RHF_SIRS,hhs3,4,1.6030172413793118
CU_RHF_SIRS,hhs3,onset_wk,2.3165829145728645
CU_RHF_SIRS,hhs3,peak,1.6211206896551724
CU_RHF_SIRS,hhs3,peak_wk,-1.887931034482759
CU_RHF_SIRS,hhs4,1,0.03060344827586213
CU_RHF_SIRS,hhs4,2,1.175862068965517
CU_RHF_SIRS,hhs4,3,1.2909482758620692
CU_RHF_SIRS,hhs4,4,1.4491379310344832
CU_RHF_SIRS,hhs4,onset_wk,4.9798994974874375
CU_RHF_SIRS,hhs4,peak,1.2142241379310348
CU_RHF_SIRS,hhs4,peak_wk,-2.2080536912751683
CU_RHF_SIRS,hhs5,1,0.04525862068965519
CU_RHF_SIRS,hhs5,2,0.9685344827586204
CU_RHF_SIRS,hhs5,3,1.5043103448275863
CU_RHF_SIRS,hhs5,4,1.832758620689655
CU_RHF_SIRS,hhs5,onset_wk,5.6103896103896105
CU_RHF_SIRS,hhs5,peak,1.4719827586206888
CU_RHF_SIRS,hhs5,peak_wk,-1.0603773584905658
CU_RHF_SIRS,hhs6,1,-0.06250000000000003
CU_RHF_SIRS,hhs6,2,0.6284482758620689
CU_RHF_SIRS,hhs6,3,1.032327586206896
CU_RHF_SIRS,hhs6,4,1.1081896551724142
CU_RHF_SIRS,hhs6,onset_wk,1.9648241206030148
CU_RHF_SIRS,hhs6,peak,0.41379310344827575
CU_RHF_SIRS,hhs6,peak_wk,-1.0301724137931034
CU_RHF_SIRS,hhs7,1,0.10043103448275872
CU_RHF_SIRS,hhs7,2,1.1021551724137928
CU_RHF_SIRS,hhs7,3,1.8853448275862064
CU_RHF_SIRS,hhs7,4,2.346551724137933
CU_RHF_SIRS,hhs7,onset_wk,5.849137931034483
CU_RHF_SIRS,hhs7,peak,1.7142241379310348
CU_RHF_SIRS,hhs7,peak_wk,-1.4827586206896552
CU_RHF_SIRS,hhs8,1,0.062068965517241365
CU_RHF_SIRS,hhs8,2,0.7594827586206895
CU_RHF_SIRS,hhs8,3,0.9512931034482756
CU_RHF_SIRS,hhs8,4,1.1939655172413786
CU_RHF_SIRS,hhs8,onset_wk,4.3618090452261296
CU_RHF_SIRS,hhs8,peak,1.2629310344827596
CU_RHF_SIRS,hhs8,peak_wk,-1.4932885906040267
CU_RHF_SIRS,hhs9,1,0.046120689655172485
CU_RHF_SIRS,hhs9,2,0.9827586206896556
CU_RHF_SIRS,hhs9,3,1.1060344827586204
CU_RHF_SIRS,hhs9,4,1.2249999999999994
CU_RHF_SIRS,hhs9,onset_wk,6.940860215053762
CU_RHF_SIRS,hhs9,peak,1.0534482758620691
CU_RHF_SIRS,hhs9,peak_wk,4.457534246575342
CU_RHF_SIRS,nat,1,0.06853448275862067
CU_RHF_SIRS,nat,2,1.2064655172413796
CU_RHF_SIRS,nat,3,1.031034482758621
CU_RHF_SIRS,nat,4,1.1314655172413792
CU_RHF_SIRS,nat,onset_wk,4.7537688442211055
CU_RHF_SIRS,nat,peak,1.3581896551724133
CU_RHF_SIRS,nat,peak_wk,-0.08679245283018867
Delphi_BasisRegression_PackageDefaults,hhs1,1,-0.04762931034482777
Delphi_BasisRegression_PackageDefaults,hhs1,2,-0.06443965517241396
Delphi_BasisRegression_PackageDefaults,hhs1,3,-0.07909482758620699
Delphi_BasisRegression_PackageDefaults,hhs1,4,-0.09784482758620706
Delphi_BasisRegression_PackageDefaults,hhs1,onset_wk,1.3919597989949746
Delphi_BasisRegression_PackageDefaults,hhs1,peak,-0.3004310344827588
Delphi_BasisRegression_PackageDefaults,hhs1,peak_wk,-6.961677362769019
Delphi_BasisRegression_PackageDefaults,hhs10,1,0.3603448275862071
Delphi_BasisRegression_PackageDefaults,hhs10,2,0.4392241379310341
Delphi_BasisRegression_PackageDefaults,hhs10,3,0.4980603448275856
Delphi_BasisRegression_PackageDefaults,hhs10,4,0.5355603448275856
Delphi_BasisRegression_PackageDefaults,hhs10,onset_wk,4.032663316582915
Delphi_BasisRegression_PackageDefaults,hhs10,peak,-0.014224137931034712
Delphi_BasisRegression_PackageDefaults,hhs10,peak_wk,-1.4232758620689672
Delphi_BasisRegression_PackageDefaults,hhs2,1,-0.17241379310344845
Delphi_BasisRegression_PackageDefaults,hhs2,2,-0.24482758620689665
Delphi_BasisRegression_PackageDefaults,hhs2,3,-0.30668103448275885
Delphi_BasisRegression_PackageDefaults,hhs2,4,-0.3670258620689655
Delphi_BasisRegression_PackageDefaults,hhs2,onset_wk,2.648241206030151
Delphi_BasisRegression_PackageDefaults,hhs2,peak,-0.3336206896551725
Delphi_BasisRegression_PackageDefaults,hhs2,peak_wk,-8.52215548882216
Delphi_BasisRegression_PackageDefaults,hhs3,1,0.13383620689655146
Delphi_BasisRegression_PackageDefaults,hhs3,2,0.1834051724137928
Delphi_BasisRegression_PackageDefaults,hhs3,3,0.20538793103448252
Delphi_BasisRegression_PackageDefaults,hhs3,4,0.22370689655172385
Delphi_BasisRegression_PackageDefaults,hhs3,onset_wk,1.736180904522613
Delphi_BasisRegression_PackageDefaults,hhs3,peak,-0.4379310344827588
Delphi_BasisRegression_PackageDefaults,hhs3,peak_wk,-8.610632183908049
Delphi_BasisRegression_PackageDefaults,hhs4,1,-0.15086206896551746
Delphi_BasisRegression_PackageDefaults,hhs4,2,-0.19396551724137948
Delphi_BasisRegression_PackageDefaults,hhs4,3,-0.2409482758620692
Delphi_BasisRegression_PackageDefaults,hhs4,4,-0.2829741379310348
Delphi_BasisRegression_PackageDefaults,hhs4,onset_wk,5.143216080402009
Delphi_BasisRegression_PackageDefaults,hhs4,peak,-0.7168103448275858
Delphi_BasisRegression_PackageDefaults,hhs4,peak_wk,-8.351789709172293
Delphi_BasisRegression_PackageDefaults,hhs5,1,0.019181034482758385
Delphi_BasisRegression_PackageDefaults,hhs5,2,0.03405172413793085
Delphi_BasisRegression_PackageDefaults,hhs5,3,0.035560344827586014
Delphi_BasisRegression_PackageDefaults,hhs5,4,0.03534482758620665
Delphi_BasisRegression_PackageDefaults,hhs5,onset_wk,6.890086206896553
Delphi_BasisRegression_PackageDefaults,hhs5,peak,-0.5224137931034485
Delphi_BasisRegression_PackageDefaults,hhs5,peak_wk,-6.6989580712788355
Delphi_BasisRegression_PackageDefaults,hhs6,1,-0.17413793103448305
Delphi_BasisRegression_PackageDefaults,hhs6,2,-0.24353448275862105
Delphi_BasisRegression_PackageDefaults,hhs6,3,-0.30581896551724164
Delphi_BasisRegression_PackageDefaults,hhs6,4,-0.3659482758620692
Delphi_BasisRegression_PackageDefaults,hhs6,onset_wk,0.005025125628140579
Delphi_BasisRegression_PackageDefaults,hhs6,peak,-0.9982758620689652
Delphi_BasisRegression_PackageDefaults,hhs6,peak_wk,-7.228448275862068
Delphi_BasisRegression_PackageDefaults,hhs7,1,-0.14396551724137968
Delphi_BasisRegression_PackageDefaults,hhs7,2,-0.17715517241379336
Delphi_BasisRegression_PackageDefaults,hhs7,3,-0.20560344827586235
Delphi_BasisRegression_PackageDefaults,hhs7,4,-0.2316810344827588
Delphi_BasisRegression_PackageDefaults,hhs7,onset_wk,1.02801724137931
Delphi_BasisRegression_PackageDefaults,hhs7,peak,-0.7939655172413801
Delphi_BasisRegression_PackageDefaults,hhs7,peak_wk,-6.929238505747128
Delphi_BasisRegression_PackageDefaults,hhs8,1,-0.0771551724137932
Delphi_BasisRegression_PackageDefaults,hhs8,2,-0.09849137931034503
Delphi_BasisRegression_PackageDefaults,hhs8,3,-0.12650862068965524
Delphi_BasisRegression_PackageDefaults,hhs8,4,-0.1446120689655175
Delphi_BasisRegression_PackageDefaults,hhs8,onset_wk,2.6256281407035176
Delphi_BasisRegression_PackageDefaults,hhs8,peak,-0.4176724137931035
Delphi_BasisRegression_PackageDefaults,hhs8,peak_wk,-7.7107387876851226
Delphi_BasisRegression_PackageDefaults,hhs9,1,-0.1519396551724138
Delphi_BasisRegression_PackageDefaults,hhs9,2,-0.15560344827586214
Delphi_BasisRegression_PackageDefaults,hhs9,3,-0.14590517241379314
Delphi_BasisRegression_PackageDefaults,hhs9,4,-0.14116379310344834
Delphi_BasisRegression_PackageDefaults,hhs9,onset_wk,11.809278350515466
Delphi_BasisRegression_PackageDefaults,hhs9,peak,-0.1668103448275862
Delphi_BasisRegression_PackageDefaults,hhs9,peak_wk,-0.1479452054794807
Delphi_BasisRegression_PackageDefaults,nat,1,-0.0778017241379313
Delphi_BasisRegression_PackageDefaults,nat,2,-0.08620689655172434
Delphi_BasisRegression_PackageDefaults,nat,3,-0.10883620689655184
Delphi_BasisRegression_PackageDefaults,nat,4,-0.1318965517241381
Delphi_BasisRegression_PackageDefaults,nat,onset_wk,4.834170854271356
Delphi_BasisRegression_PackageDefaults,nat,peak,-0.4943965517241379
Delphi_BasisRegression_PackageDefaults,nat,peak_wk,-6.845836477987424
Delphi_DeltaDensity_PackageDefaults,hhs1,1,-0.05689655172413824
Delphi_DeltaDensity_PackageDefaults,hhs1,2,-0.0961206896551724
Delphi_DeltaDensity_PackageDefaults,hhs1,3,-0.11788793103448295
Delphi_DeltaDensity_PackageDefaults,hhs1,4,-0.1351293103448278
Delphi_DeltaDensity_PackageDefaults,hhs1,onset_wk,-1.2412060301507537
Delphi_DeltaDensity_PackageDefaults,hhs1,peak,-0.1368534482758622
Delphi_DeltaDensity_PackageDefaults,hhs1,peak_wk,-7.2842767295598065
Delphi_DeltaDensity_PackageDefaults,hhs10,1,0.16702586206896525
Delphi_DeltaDensity_PackageDefaults,hhs10,2,0.2372844827586203
Delphi_DeltaDensity_PackageDefaults,hhs10,3,0.2849137931034479
Delphi_DeltaDensity_PackageDefaults,hhs10,4,0.3299568965517242
Delphi_DeltaDensity_PackageDefaults,hhs10,onset_wk,2.952261306532641
Delphi_DeltaDensity_PackageDefaults,hhs10,peak,0.4536637931034474
Delphi_DeltaDensity_PackageDefaults,hhs10,peak_wk,-1.6724137931034482
Delphi_DeltaDensity_PackageDefaults,hhs2,1,0.005603448275861765
Delphi_DeltaDensity_PackageDefaults,hhs2,2,-0.10086206896551757
Delphi_DeltaDensity_PackageDefaults,hhs2,3,-0.17758620689655202
Delphi_DeltaDensity_PackageDefaults,hhs2,4,-0.2403017241379318
Delphi_DeltaDensity_PackageDefaults,hhs2,onset_wk,1.9145728643216082
Delphi_DeltaDensity_PackageDefaults,hhs2,peak,-0.09030172413793126
Delphi_DeltaDensity_PackageDefaults,hhs2,peak_wk,-10.025934267600284
Delphi_DeltaDensity_PackageDefaults,hhs3,1,-0.04396551724137993
Delphi_DeltaDensity_PackageDefaults,hhs3,2,-0.021982758620690625
Delphi_DeltaDensity_PackageDefaults,hhs3,3,-0.008405172413793531
Delphi_DeltaDensity_PackageDefaults,hhs3,4,0.006681034482757532
Delphi_DeltaDensity_PackageDefaults,hhs3,onset_wk,0.9597989949748744
Delphi_DeltaDensity_PackageDefaults,hhs3,peak,-0.12715517241379384
Delphi_DeltaDensity_PackageDefaults,hhs3,peak_wk,-8.302083333333336
Delphi_DeltaDensity_PackageDefaults,hhs4,1,-0.08512931034482774
Delphi_DeltaDensity_PackageDefaults,hhs4,2,-0.1771551724137938
Delphi_DeltaDensity_PackageDefaults,hhs4,3,-0.2631465517241388
Delphi_DeltaDensity_PackageDefaults,hhs4,4,-0.3241379310344831
Delphi_DeltaDensity_PackageDefaults,hhs4,onset_wk,5.437185929648258
Delphi_DeltaDensity_PackageDefaults,hhs4,peak,-0.5135775862068968
Delphi_DeltaDensity_PackageDefaults,hhs4,peak_wk,-8.305369127517077
Delphi_DeltaDensity_PackageDefaults,hhs5,1,-0.007543103448276005
Delphi_DeltaDensity_PackageDefaults,hhs5,2,0.00021551724137917368
Delphi_DeltaDensity_PackageDefaults,hhs5,3,-0.005172413793103763
Delphi_DeltaDensity_PackageDefaults,hhs5,4,-0.005172413793103793
Delphi_DeltaDensity_PackageDefaults,hhs5,onset_wk,5.137931034482759
Delphi_DeltaDensity_PackageDefaults,hhs5,peak,-0.29676724137931104
Delphi_DeltaDensity_PackageDefaults,hhs5,peak_wk,-7.222641509434018
Delphi_DeltaDensity_PackageDefaults,hhs6,1,-0.16465517241379335
Delphi_DeltaDensity_PackageDefaults,hhs6,2,-0.3006465517241386
Delphi_DeltaDensity_PackageDefaults,hhs6,3,-0.3946120689655184
Delphi_DeltaDensity_PackageDefaults,hhs6,4,-0.4646551724137938
Delphi_DeltaDensity_PackageDefaults,hhs6,onset_wk,-0.7211055276381735
Delphi_DeltaDensity_PackageDefaults,hhs6,peak,-0.5803879310344835
Delphi_DeltaDensity_PackageDefaults,hhs6,peak_wk,-7.235153256704982
Delphi_DeltaDensity_PackageDefaults,hhs7,1,-0.03038793103448293
Delphi_DeltaDensity_PackageDefaults,hhs7,2,-0.10840517241379334
Delphi_DeltaDensity_PackageDefaults,hhs7,3,-0.16810344827586265
Delphi_DeltaDensity_PackageDefaults,hhs7,4,-0.21530172413793147
Delphi_DeltaDensity_PackageDefaults,hhs7,onset_wk,2.536637931034464
Delphi_DeltaDensity_PackageDefaults,hhs7,peak,-0.5353448275862077
Delphi_DeltaDensity_PackageDefaults,hhs7,peak_wk,-8.056872605363994
Delphi_DeltaDensity_PackageDefaults,hhs8,1,-0.04375000000000048
Delphi_DeltaDensity_PackageDefaults,hhs8,2,-0.08297413793103496
Delphi_DeltaDensity_PackageDefaults,hhs8,3,-0.10646551724137962
Delphi_DeltaDensity_PackageDefaults,hhs8,4,-0.12844827586206894
Delphi_DeltaDensity_PackageDefaults,hhs8,onset_wk,0.9673366834170708
Delphi_DeltaDensity_PackageDefaults,hhs8,peak,-0.2161637931034484
Delphi_DeltaDensity_PackageDefaults,hhs8,peak_wk,-8.741610738255238
Delphi_DeltaDensity_PackageDefaults,hhs9,1,-0.4825431034482762
Delphi_DeltaDensity_PackageDefaults,hhs9,2,-0.46443965517241403
Delphi_DeltaDensity_PackageDefaults,hhs9,3,-0.4448275862068975
Delphi_DeltaDensity_PackageDefaults,hhs9,4,-0.4308189655172425
Delphi_DeltaDensity_PackageDefaults,hhs9,onset_wk,3.9444444444444446
Delphi_DeltaDensity_PackageDefaults,hhs9,peak,-0.11400862068965527
Delphi_DeltaDensity_PackageDefaults,hhs9,peak_wk,-0.17534246575348322
Delphi_DeltaDensity_PackageDefaults,nat,1,-0.118534482758621
Delphi_DeltaDensity_PackageDefaults,nat,2,-0.16120689655172474
Delphi_DeltaDensity_PackageDefaults,nat,3,-0.1965517241379313
Delphi_DeltaDensity_PackageDefaults,nat,4,-0.21875000000000053
Delphi_DeltaDensity_PackageDefaults,nat,onset_wk,4.236180904522635
Delphi_DeltaDensity_PackageDefaults,nat,peak,-0.3120689655172415
Delphi_DeltaDensity_PackageDefaults,nat,peak_wk,-6.815786163522033
Delphi_EmpiricalBayes_Cond4,hhs1,1,-0.0676724137931034
Delphi_EmpiricalBayes_Cond4,hhs1,2,-0.11451540454950375
Delphi_EmpiricalBayes_Cond4,hhs1,3,-0.15626079254331152
Delphi_EmpiricalBayes_Cond4,hhs1,4,-0.20020001496416848
Delphi_EmpiricalBayes_Cond4,hhs1,onset_wk,-4.3869346733668335
Delphi_EmpiricalBayes_Cond4,hhs1,peak,-0.08033692066693432
Delphi_EmpiricalBayes_Cond4,hhs1,peak_wk,-6.589020425023848
Delphi_EmpiricalBayes_Cond4,hhs10,1,0.10435571727428314
Delphi_EmpiricalBayes_Cond4,hhs10,2,0.13017241379310338
Delphi_EmpiricalBayes_Cond4,hhs10,3,0.1722027049898886
Delphi_EmpiricalBayes_Cond4,hhs10,4,0.18706896551724145
Delphi_EmpiricalBayes_Cond4,hhs10,onset_wk,-0.8275245000931786
Delphi_EmpiricalBayes_Cond4,hhs10,peak,0.17880349040101368
Delphi_EmpiricalBayes_Cond4,hhs10,peak_wk,0.8427232389290104
Delphi_EmpiricalBayes_Cond4,hhs2,1,0.015086206896551716
Delphi_EmpiricalBayes_Cond4,hhs2,2,-0.06365708255675265
Delphi_EmpiricalBayes_Cond4,hhs2,3,-0.12327586206896556
Delphi_EmpiricalBayes_Cond4,hhs2,4,-0.16450592013324186
Delphi_EmpiricalBayes_Cond4,hhs2,onset_wk,1.0251256281407035
Delphi_EmpiricalBayes_Cond4,hhs2,peak,-0.0892241379310344
Delphi_EmpiricalBayes_Cond4,hhs2,peak_wk,-6.0589631003312325
Delphi_EmpiricalBayes_Cond4,hhs3,1,0.03491379310344828
Delphi_EmpiricalBayes_Cond4,hhs3,2,0.07593647264714543
Delphi_EmpiricalBayes_Cond4,hhs3,3,0.08395227519565727
Delphi_EmpiricalBayes_Cond4,hhs3,4,0.061676193499459186
Delphi_EmpiricalBayes_Cond4,hhs3,onset_wk,-1.9949748743718596
Delphi_EmpiricalBayes_Cond4,hhs3,peak,-0.15880311870650501
Delphi_EmpiricalBayes_Cond4,hhs3,peak_wk,-2.4913793103448274
Delphi_EmpiricalBayes_Cond4,hhs4,1,-0.009051724137931007
Delphi_EmpiricalBayes_Cond4,hhs4,2,-0.030172413793103387
Delphi_EmpiricalBayes_Cond4,hhs4,3,-0.05922598609363005
Delphi_EmpiricalBayes_Cond4,hhs4,4,-0.10129310344827593
Delphi_EmpiricalBayes_Cond4,hhs4,onset_wk,3.5678391959799
Delphi_EmpiricalBayes_Cond4,hhs4,peak,-0.18405172413793106
Delphi_EmpiricalBayes_Cond4,hhs4,peak_wk,-6.231379292675721
Delphi_EmpiricalBayes_Cond4,hhs5,1,0.01206896551724138
Delphi_EmpiricalBayes_Cond4,hhs5,2,0.04389789054916386
Delphi_EmpiricalBayes_Cond4,hhs5,3,0.07370689655172415
Delphi_EmpiricalBayes_Cond4,hhs5,4,0.044674268227861635
Delphi_EmpiricalBayes_Cond4,hhs5,onset_wk,1.3965517241379308
Delphi_EmpiricalBayes_Cond4,hhs5,peak,0.18538921642279693
Delphi_EmpiricalBayes_Cond4,hhs5,peak_wk,-4.326150015878632
Delphi_EmpiricalBayes_Cond4,hhs6,1,-0.05395546631878828
Delphi_EmpiricalBayes_Cond4,hhs6,2,-0.09904057174523084
Delphi_EmpiricalBayes_Cond4,hhs6,3,-0.08467048817677228
Delphi_EmpiricalBayes_Cond4,hhs6,4,-0.0832476876042462
Delphi_EmpiricalBayes_Cond4,hhs6,onset_wk,-2.2361809045226133
Delphi_EmpiricalBayes_Cond4,hhs6,peak,0.005603448275861965
Delphi_EmpiricalBayes_Cond4,hhs6,peak_wk,-6.758620689655173
Delphi_EmpiricalBayes_Cond4,hhs7,1,-0.0609258823823728
Delphi_EmpiricalBayes_Cond4,hhs7,2,-0.006034482758620668
Delphi_EmpiricalBayes_Cond4,hhs7,3,0.06773233615754698
Delphi_EmpiricalBayes_Cond4,hhs7,4,0.13159414338679107
Delphi_EmpiricalBayes_Cond4,hhs7,onset_wk,-0.1336206896551724
Delphi_EmpiricalBayes_Cond4,hhs7,peak,0.3973345648091775
Delphi_EmpiricalBayes_Cond4,hhs7,peak_wk,-4.164109413912848
Delphi_EmpiricalBayes_Cond4,hhs8,1,-0.040177300264961455
Delphi_EmpiricalBayes_Cond4,hhs8,2,-0.054165444548861234
Delphi_EmpiricalBayes_Cond4,hhs8,3,-0.07198275862068974
Delphi_EmpiricalBayes_Cond4,hhs8,4,-0.09514430921597183
Delphi_EmpiricalBayes_Cond4,hhs8,onset_wk,-1.6875126851492213
Delphi_EmpiricalBayes_Cond4,hhs8,peak,-0.13995674956763346
Delphi_EmpiricalBayes_Cond4,hhs8,peak_wk,-6.813362924451655
Delphi_EmpiricalBayes_Cond4,hhs9,1,-0.3534111226297267
Delphi_EmpiricalBayes_Cond4,hhs9,2,-0.35732758620689675
Delphi_EmpiricalBayes_Cond4,hhs9,3,-0.3212818185799133
Delphi_EmpiricalBayes_Cond4,hhs9,4,-0.2729116561217399
Delphi_EmpiricalBayes_Cond4,hhs9,onset_wk,4.346212762353052
Delphi_EmpiricalBayes_Cond4,hhs9,peak,0.26209485535991256
Delphi_EmpiricalBayes_Cond4,hhs9,peak_wk,2.0314769583053582
Delphi_EmpiricalBayes_Cond4,nat,1,-0.05085686366003215
Delphi_EmpiricalBayes_Cond4,nat,2,-0.03491379310344828
Delphi_EmpiricalBayes_Cond4,nat,3,-0.0474137931034483
Delphi_EmpiricalBayes_Cond4,nat,4,-0.07096678752910902
Delphi_EmpiricalBayes_Cond4,nat,onset_wk,0.8693467336683417
Delphi_EmpiricalBayes_Cond4,nat,peak,0.052586206896551836
Delphi_EmpiricalBayes_Cond4,nat,peak_wk,-4.526839709361419
Delphi_EmpiricalBayes_PackageDefaults,hhs1,1,0.0008225418202960347
Delphi_EmpiricalBayes_PackageDefaults,hhs1,2,0.02619776590542926
Delphi_EmpiricalBayes_PackageDefaults,hhs1,3,0.02526078262343271
Delphi_EmpiricalBayes_PackageDefaults,hhs1,4,-0.002418282961132333
Delphi_EmpiricalBayes_PackageDefaults,hhs1,onset_wk,-3.336683417085427
Delphi_EmpiricalBayes_PackageDefaults,hhs1,peak,0.01621355275004022
Delphi_EmpiricalBayes_PackageDefaults,hhs1,peak_wk,-6.252738634296111
Delphi_EmpiricalBayes_PackageDefaults,hhs10,1,0.1594006105760367
Delphi_EmpiricalBayes_PackageDefaults,hhs10,2,0.2265650543894779
Delphi_EmpiricalBayes_PackageDefaults,hhs10,3,0.262068965517241
Delphi_EmpiricalBayes_PackageDefaults,hhs10,4,0.2970688283215627
Delphi_EmpiricalBayes_PackageDefaults,hhs10,onset_wk,-0.1407035175879397
Delphi_EmpiricalBayes_PackageDefaults,hhs10,peak,0.18060344827586228
Delphi_EmpiricalBayes_PackageDefaults,hhs10,peak_wk,1.8232758620689653
Delphi_EmpiricalBayes_PackageDefaults,hhs2,1,-0.0941177402245115
Delphi_EmpiricalBayes_PackageDefaults,hhs2,2,-0.14594521932573182
Delphi_EmpiricalBayes_PackageDefaults,hhs2,3,-0.18742495968873385
Delphi_EmpiricalBayes_PackageDefaults,hhs2,4,-0.2229573291318728
Delphi_EmpiricalBayes_PackageDefaults,hhs2,onset_wk,2.241802166339713
Delphi_EmpiricalBayes_PackageDefaults,hhs2,peak,-0.06924592381640117
Delphi_EmpiricalBayes_PackageDefaults,hhs2,peak_wk,-1.7133549960286547
Delphi_EmpiricalBayes_PackageDefaults,hhs3,1,0.271779584046748
Delphi_EmpiricalBayes_PackageDefaults,hhs3,2,0.4267241379310349
Delphi_EmpiricalBayes_PackageDefaults,hhs3,3,0.5982758620689654
Delphi_EmpiricalBayes_PackageDefaults,hhs3,4,0.7308247151994935
Delphi_EmpiricalBayes_PackageDefaults,hhs3,onset_wk,2.0553722319959107
Delphi_EmpiricalBayes_PackageDefaults,hhs3,peak,0.2643174569327794
Delphi_EmpiricalBayes_PackageDefaults,hhs3,peak_wk,-3.52632846596864
Delphi_EmpiricalBayes_PackageDefaults,hhs4,1,0.05912576149547515
Delphi_EmpiricalBayes_PackageDefaults,hhs4,2,0.13276564878142555
Delphi_EmpiricalBayes_PackageDefaults,hhs4,3,0.16847387910612227
Delphi_EmpiricalBayes_PackageDefaults,hhs4,4,0.1285585802207483
Delphi_EmpiricalBayes_PackageDefaults,hhs4,onset_wk,3.1025757211121934
Delphi_EmpiricalBayes_PackageDefaults,hhs4,peak,-0.09950124475483116
Delphi_EmpiricalBayes_PackageDefaults,hhs4,peak_wk,-11.479919801702357
Delphi_EmpiricalBayes_PackageDefaults,hhs5,1,0.1340517241379311
Delphi_EmpiricalBayes_PackageDefaults,hhs5,2,0.2443965517241379
Delphi_EmpiricalBayes_PackageDefaults,hhs5,3,0.27647584762491595
Delphi_EmpiricalBayes_PackageDefaults,hhs5,4,0.24741379310344805
Delphi_EmpiricalBayes_PackageDefaults,hhs5,onset_wk,2.565334921618507
Delphi_EmpiricalBayes_PackageDefaults,hhs5,peak,0.11914809605577703
Delphi_EmpiricalBayes_PackageDefaults,hhs5,peak_wk,-5.280742126909151
Delphi_EmpiricalBayes_PackageDefaults,hhs6,1,-0.12108248536143673
Delphi_EmpiricalBayes_PackageDefaults,hhs6,2,-0.11206896551724137
Delphi_EmpiricalBayes_PackageDefaults,hhs6,3,-0.101219314700832
Delphi_EmpiricalBayes_PackageDefaults,hhs6,4,-0.09863656772104328
Delphi_EmpiricalBayes_PackageDefaults,hhs6,onset_wk,-2.4321608040201004
Delphi_EmpiricalBayes_PackageDefaults,hhs6,peak,-0.0059779557289634635
Delphi_EmpiricalBayes_PackageDefaults,hhs6,peak_wk,-5.047413793103448
Delphi_EmpiricalBayes_PackageDefaults,hhs7,1,0.10899224012850084
Delphi_EmpiricalBayes_PackageDefaults,hhs7,2,0.30301724137931035
Delphi_EmpiricalBayes_PackageDefaults,hhs7,3,0.4462312593649729
Delphi_EmpiricalBayes_PackageDefaults,hhs7,4,0.4746709137527442
Delphi_EmpiricalBayes_PackageDefaults,hhs7,onset_wk,-0.5431034482758621
Delphi_EmpiricalBayes_PackageDefaults,hhs7,peak,0.7258812445677587
Delphi_EmpiricalBayes_PackageDefaults,hhs7,peak_wk,-5.15119797363055
Delphi_EmpiricalBayes_PackageDefaults,hhs8,1,0.002586206896551728
Delphi_EmpiricalBayes_PackageDefaults,hhs8,2,0.05239319164044756
Delphi_EmpiricalBayes_PackageDefaults,hhs8,3,0.09808741885591583
Delphi_EmpiricalBayes_PackageDefaults,hhs8,4,0.12111010056410468
Delphi_EmpiricalBayes_PackageDefaults,hhs8,onset_wk,-0.9672131147540984
Delphi_EmpiricalBayes_PackageDefaults,hhs8,peak,0.18322041989850954
Delphi_EmpiricalBayes_PackageDefaults,hhs8,peak_wk,-8.006166484357697
Delphi_EmpiricalBayes_PackageDefaults,hhs9,1,-0.034965395764709535
Delphi_EmpiricalBayes_PackageDefaults,hhs9,2,0.03831260416275549
Delphi_EmpiricalBayes_PackageDefaults,hhs9,3,0.09978850570032392
Delphi_EmpiricalBayes_PackageDefaults,hhs9,4,0.1405172413793103
Delphi_EmpiricalBayes_PackageDefaults,hhs9,onset_wk,7.602878591269421
Delphi_EmpiricalBayes_PackageDefaults,hhs9,peak,0.2383866745461762
Delphi_EmpiricalBayes_PackageDefaults,hhs9,peak_wk,4.233647292621522
Delphi_EmpiricalBayes_PackageDefaults,nat,1,-0.015517241379310397
Delphi_EmpiricalBayes_PackageDefaults,nat,2,-0.009051724137931049
Delphi_EmpiricalBayes_PackageDefaults,nat,3,-0.01987768472249618
Delphi_EmpiricalBayes_PackageDefaults,nat,4,-0.03318965517241382
Delphi_EmpiricalBayes_PackageDefaults,nat,onset_wk,0.8442211055276382
Delphi_EmpiricalBayes_PackageDefaults,nat,peak,0.021076814413843417
Delphi_EmpiricalBayes_PackageDefaults,nat,peak_wk,-3.8421013775965385
Delphi_EmpiricalFutures_PackageDefaults,hhs1,1,-0.26745689655172405
Delphi_EmpiricalFutures_PackageDefaults,hhs1,2,-0.2698275862068965
Delphi_EmpiricalFutures_PackageDefaults,hhs1,3,-0.2713362068965517
Delphi_EmpiricalFutures_PackageDefaults,hhs1,4,-0.27327586206896554
Delphi_EmpiricalFutures_PackageDefaults,hhs1,onset_wk,-5.472361809045227
Delphi_EmpiricalFutures_PackageDefaults,hhs1,peak,-0.006465517241379324
Delphi_EmpiricalFutures_PackageDefaults,hhs1,peak_wk,-6.425303983228513
Delphi_EmpiricalFutures_PackageDefaults,hhs10,1,0.2519396551724137
